k,k_prime,Prob.
19,9,0.0
19,10,0.0
19,11,0.0
19,12,0.0
19,13,0.0
19,14,0.0
19,15,0.6666666666666666
19,16,0.0
19,17,0.3333333333333333
19,18,0.0
19,19,0.0
19,20,0.0
20,0,0.0
20,1,0.0
20,2,0.0
20,3,0.0
20,4,0.0
20,5,0.0
20,6,0.0
20,7,0.0
20,8,0.0
20,9,0.0
20,10,0.0
20,11,0.0
20,12,0.0
20,13,0.0
20,14,0.0
20,15,0.0
20,16,1.0
20,17,0.0
20,18,0.0
20,19,0.0
20,20,0.0
